FID,LICENSEE,CALLSIGN,LOCNUM,LAT_DMS,LATDIR,LON_DMS,LONDIR,LOCADD,LOCCITY,LOCCOUNTY,LOCSTATE,NEPA,QZONE,TOWREG,SUPSTRUC,ALLSTRUC,STRUCTYPE,LIC_ID,LONG,LAT
900,VISALIA CELLULAR TELPHONE COMPANY,KNKA781,14,"35,45,10",N,"119,3,31",W,SW INTERSECTION OF HWY 65 NEAR 155,DELANO,KERN,CA,N, , ,39.600000000000001,41.799999999999997,MAST,12686,-119.058612417000010,35.752805023999997
901,VISALIA CELLULAR TELPHONE COMPANY,KNKA781,15,"35,37,21",N,"118,26,19",W,3481 Cooke Peak Road,LAKE ISABELLA,KERN,CA,N, ,1016440,30.500000000000000,36.600000000000001,MAST,12686,-118.438612300000000,35.622505048999997
902,VISALIA CELLULAR TELPHONE COMPANY,KNKA781,16,"35,53,16",N,"119,27,37",W,5024 AVENUE 54,Alpaugh,TULARE,CA,N, , ,36.600000000000001,37.200000000000003,POLE,12686,-119.460312496000000,35.887805012400001
903,VISALIA CELLULAR TELPHONE COMPANY,KNKA781,17,"36,44,46",N,"119,16,48",W,30769 BEAR MOUNTAIN ROAD,SQUAW VALLEY,FRESNO,CA,N, , ,49.700000000000003,53.600000000000001,MAST,12686,-119.280012552000000,36.746105111100000
904,VISALIA CELLULAR TELPHONE COMPANY,KNKA781,18,"35,45,34",N,"118,45,35",W,"JACK RANCH RD, TOP OF BLUE MTN",GLENNVILLE,KERN,CA,N, , ,34.399999999999999,38.399999999999999,UPOLE,12686,-118.759712367000010,35.759505043399997
905,VISALIA CELLULAR TELPHONE COMPANY,KNKA781,19,"36,1,31",N,"119,32,9",W,ROAD 16 AND AVENUE 128,CORCORAN,TULARE,CA,N, ,1013253,62.200000000000003,67.400000000000006,MAST,12686,-119.535812522000000,36.025305021800001
906,VISALIA CELLULAR TELPHONE COMPANY,KNKA781,20,"36,32,15",N,"119,25,41",W,6675 AVENUE 412,DINUBA,TULARE,CA,N, ,1013250,57.899999999999999,59.700000000000003,MAST,12686,-119.428112556000000,36.537505080499997
907,VISALIA CELLULAR TELPHONE COMPANY,KNKA781,21,"36,28,19",N,"119,30,5",W,3125 AVENUE 376,KINGSBURG,TULARE,CA,N, , ,50.000000000000000,52.700000000000003,MAST,12686,-119.501412560000010,36.471905068700003
908,Fresno MSA Limited Partnership,KNKR215,1,"37,0,45",N,"119,27,6",W,Top of Black Mountain,Fresno,FRESNO,CA,N, ,1022165,45.700000000000003,45.700000000000003,TOWER,12738,-119.451712609000000,37.012505125899999
909,Fresno MSA Limited Partnership,KNKR215,4,"37,5,51",N,"119,19,7",W,KOKANEE LN,SHAVER LAKE,FRESNO,CA,N, ,1015707,82.000000000000000,82.000000000000000,TOWER,12738,-119.318612595999990,37.097505142899998
910,Fresno MSA Limited Partnership,KNKR215,5,"37,13,5",N,"119,14,18",W,"1.65 M NE OF HWY 168; .9 MILES N OF BIG CREEK RD, SUNSET POINT",BIG CREEK,FRESNO,CA,N, , ,42.700000000000003,45.700000000000003,TOWER,12738,-119.238312595000000,37.218105160100002
911,Fresno MSA Limited Partnership,KNKR215,6,"36,44,46",N,"119,16,48",W,TOP OF BEAR MOUNTAIN HWY 180 & 63,SANGER,FRESNO,CA,N, , ,48.799999999999997,51.799999999999997,TOWER,12738,-119.280012552000000,36.746105111100000
912,Fresno MSA Limited Partnership,KNKR215,9,"37,15,21",N,"119,10,17",W,WATER TOWER AT HUNTINGTON LAKE END OF HUNTINGTON LAKE VISTA,HUNTINGTON,FRESNO,CA,N, , ,15.199999999999999,15.199999999999999,TANK,12738,-119.171412588000000,37.255805168599998
913,Fresno MSA Limited Partnership,KNKR215,13,"36,43,30",N,"118,56,35",W,Kings Canyon National Park,Wilsonia,TULARE,CA,N, , ,24.399999999999999,24.399999999999999,MAST,12738,-118.943112494000000,36.725005130900001
914,Sacramento Valley Limited Partnership,KNKN233,1,"40,57,39",N,"124,4,11",W,2.5 MILES E OF US-101 1.5 MILES NE OF,MCKINLEYVILLE,HUMBOLDT,CA,N, ,1012416,76.200000000000003,79.200000000000003,TOWER,12742,-124.069713828000000,40.960805098999998
915,Sacramento Valley Limited Partnership,KNKN233,2,"41,58,59",N,"121,34,59",W,Atop Sheepy Ridge 5 miles West of,Tulelake,SISKIYOU,CA,N, , ,30.500000000000000,30.500000000000000,TOWER,12742,-121.583113606000000,41.983105388200002
916,Sacramento Valley Limited Partnership,KNKN233,3,"41,36,35",N,"122,37,33",W,11000 GUYS GULCH ROAD,YREKA,SISKIYOU,CA,N, , ,30.500000000000000,33.500000000000000,TOWER,12742,-122.625813711000010,41.609705269099997
917,Sacramento Valley Limited Partnership,KNKN233,4,"41,50,35",N,"124,7,59",W,0.5 MI E OF US-101 6.0 MILES NNE OF,CRESCENT CITY,DEL NORTE,CA,N, , ,38.100000000000001,44.200000000000003,TOWER,12742,-124.133113974000000,41.843105151800003
918,Sacramento Valley Limited Partnership,KNKN233,5,"41,53,8",N,"122,34,31",W,0.9 MILE W OF I-5 1.8 MILES SSW OF,HORNBROOK,SISKIYOU,CA,N, , ,30.500000000000000,36.600000000000001,TOWER,12742,-122.575313747000000,41.885605293399998
919,Sacramento Valley Limited Partnership,KNKN233,6,"41,37,45",N,"122,13,56",W,ATOP HERD PEAK 16 MILES NNE OF,WEED,SISKIYOU,CA,N, , ,30.500000000000000,36.600000000000001,TOWER,12742,-122.232213653000000,41.629205305299998
920,Sacramento Valley Limited Partnership,KNKN233,7,"41,35,44",N,"122,52,37",W,Atop Chaparral Hill 2.0 miles WSW of,Fort Jones,SISKIYOU,CA,N, ,1012409,30.500000000000000,36.600000000000001,TOWER,12742,-122.876913747000000,41.595605246399998
921,Sacramento Valley Limited Partnership,KNKN233,9,"41,57,51",N,"121,53,27",W,Immediately East of,Dorris,SISKIYOU,CA,N, , ,16.199999999999999,16.500000000000000,TOWER,12742,-121.890813652000010,41.964205359200001
922,Sacramento Valley Limited Partnership,KNKN233,10,"40,52,25",N,"123,44,1",W,3.7 km South of Hwy 299; 4.8 km West of Friday Ridge Road; Atop Horse,Blue Lake,HUMBOLDT,CA,N, , ,49.000000000000000,53.200000000000003,TOWER,12742,-123.733613766999990,40.873605121300002
923,Sacramento Valley Limited Partnership,KNKN233,11,"41,18,5",N,"121,43,9",W,Atop Bear Mountain 6.1 Miles NE of,Bartle,SISKIYOU,CA,N, , ,30.500000000000000,36.600000000000001,TOWER,12742,-121.719213522999990,41.301405325200001
924,Sacramento Valley Limited Partnership,KNKN233,12,"40,43,8",N,"122,58,50",W,Atop Oregon Mountain 2.25 miles SW of,Weaverville,TRINITY,CA,N, , ,30.500000000000000,36.600000000000001,TOWER,12742,-122.980613631000000,40.718905173899998
925,Sacramento Valley Limited Partnership,KNKN233,13,"41,33,31",N,"124,5,11",W,"2.25 km W of US Hwy 101; 1.9 km NW of Requa, CA",Crescent City,DEL NORTE,CA,N, , ,45.700000000000003,49.399999999999999,TOWER,12742,-124.086413922000010,41.558605137500003
926,Sacramento Valley Limited Partnership,KNKN233,14,"40,7,12",N,"123,41,36",W,ATOP PRATT MOUNTAIN:   5.0 MILES ENE OF,Garberville,HUMBOLDT,CA,N, ,1018930,63.700000000000003,64.000000000000000,TOWER,12742,-123.693313652000000,40.120005071599998
927,Sacramento Valley Limited Partnership,KNKN233,15,"40,25,13",N,"124,5,2",W,MOUNT PIERCE II 5 miles South of,Rio Dell,HUMBOLDT,CA,N, , ,45.700000000000003,50.299999999999997,TOWER,12742,-124.083913752000000,40.420305060399997
928,Sacramento Valley Limited Partnership,KNKN233,18,"41,16,43",N,"124,5,5",W,ORICK #2 0.5 MILE E OF US HWY 101 1.4 MILES WSW OF,ORICK,HUMBOLDT,CA,N, ,1013396,45.700000000000003,50.000000000000000,TOWER,12742,-124.084713879000010,41.278605118599998
929,Sacramento Valley Limited Partnership,KNKN233,26,"41,5,58",N,"124,7,35",W,"WALKER RIDGE; 1.4 MI E OF US 101, 1.47 MI SE OF CANDY MOUNTAIN",TRINIDAD,HUMBOLDT,CA,N, ,1031715,54.899999999999999,59.399999999999999,TOWER,12742,-124.126413857000000,41.099405103099997
930,Sacramento Valley Limited Partnership,KNKN233,28,"40,7,29",N,"123,46,4",W,GARBERVILLE II 1.55 MI E OF US-101; 0.95 MI N OF ALDERPOINT RD; 2 MI N,GARBERVILLE,HUMBOLDT,CA,N, , ,18.300000000000001,24.399999999999999,TOWER,12742,-123.767813663000000,40.124705065400001
931,Sacramento Valley Limited Partnership,KNKN233,29,"40,19,59",N,"124,6,36",W,"Approx. 1.255254 km at 155 degrees true from South Rainbow Peak, Rainb",Honeydew,HUMBOLDT,CA,N, , ,59.399999999999999,60.399999999999999,TOWER,12742,-124.110013743000000,40.333105052000001
932,Sacramento Valley Limited Partnership,KNKN233,30,"41,51,29",N,"123,21,8",W,4.77 miles NNE of,Happy Camp,SISKIYOU,CA,N, , ,10.000000000000000,12.000000000000000,TOWER,12742,-123.352213861000000,41.858105222500001
933,Sacramento Valley Limited Partnership,KNKN233,31,"40,53,40",N,"122,44,0",W,Atop Bowerman Peak; 2.3 miles SE of,Convington Mill,TRINITY,CA,N, , ,30.500000000000000,38.100000000000001,TOWER,12742,-122.733313620000000,40.894405207600002
934,Sacramento Valley Limited Partnership,KNKN233,32,"41,57,22",N,"121,28,40",W,301 ""C"" St.,Tulelake,SISKIYOU,CA,N, , ,22.899999999999999,25.899999999999999,TOWER,12742,-121.477813585000010,41.956105395599998
935,Sacramento Valley Limited Partnership,KNKN233,33,"41,26,57",N,"122,48,27",W,3801 McConaughy Gulch Road,Etna,SISKIYOU,CA,N, ,1226914,7.600000000000000,10.699999999999999,TOWER,12742,-122.807513714000000,41.449205241800001
936,Sacramento Valley Limited Partnership,KNKN233,35,"40,49,31",N,"124,0,9",W,6540 Fickle Hill Road,Arcata,HUMBOLDT,CA,N, ,1232199,51.799999999999997,51.799999999999997,TOWER,12742,-124.002513798000000,40.825305095099999
937,Sacramento Valley Limited Partnership,KNKN233,38,"40,58,2",N,"122,42,33",W,1.9 km SSW of Junction of Airport Rd & SR 3; 1.1 km SW of,Trinity Center,TRINITY,CA,N, ,1239091,18.300000000000001,22.899999999999999,POLE,12742,-122.709213625999990,40.967205215100002
938,Sacramento Valley Limited Partnership,KNKN233,40,"41,13,29",N,"122,14,33",W,ATOP SODA CREEK RIDGE; 2.4 KM ESE OF SHASTA RIDGE,DUNSMIR,SISKIYOU,CA,N, , ,30.500000000000000,36.600000000000001,TOWER,12742,-122.242513591999990,41.224705273900000
939,Sacramento Valley Limited Partnership,KNKN233,42,"40,29,34",N,"123,12,0",W,3.05 km West of SR-3; 4.2 km North of SR-36,Hayfork,TRINITY,CA,N, ,1245185,30.500000000000000,35.100000000000001,POLE,12742,-123.200013631999990,40.492805138900003
940,Sacramento Valley Limited Partnership,KNKN233,44,"40,20,40",N,"123,21,42",W,Horse Ridge Lookout Rd.,Zenia,TRINITY,CA,N, , ,36.600000000000001,38.100000000000001,MAST,12742,-123.361713635000000,40.344405115100002
941,Sacramento Valley Limited Partnership,KNKN233,43,"40,42,51",N,"124,12,7",W,7333 HUMBOLDT HILL ROAD,EUREKA,HUMBOLDT,CA,N, , ,59.399999999999999,59.399999999999999,MAST,12742,-124.201913811000000,40.714205070200002
942,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,1,"32,36,20",N,"117,1,32",W,651 POINT BARROW DRIVE,CHULA VISTA,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.025611813000000,32.605604784299999
943,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,2,"32,41,46",N,"116,56,11",W,12193 Highway 94,Jamul,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-116.936411803000000,32.696104799799997
944,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,3,"32,50,21",N,"117,15,0",W,7022 LA JOLLA SCENIC DRIVE,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.250011868000000,32.839204801400001
945,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,4,"32,58,52",N,"117,6,56",W,14565 BLACKE MOUNTAIN,RANCHO PEANSQUITOS,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.115611855000000,32.981104824799999
946,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,5,"33,6,45",N,"117,17,15",W,2717 LA COSTA BOULEVARD,LEUCADIA,SAN DIEGO,CA,N, , ,26.000000000000000,0.000000000000000, ,12768,-117.287511894000000,33.112504832299997
947,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,6,"33,12,49",N,"117,11,54",W,2374 EDGEHILL ROAD,VISTA,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.198311886000000,33.213604848400003
948,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,7,"33,24,0",N,"117,11,27",W,4.0 MILE NE OF FALLBROOK,FALLBROOK,SAN DIEGO,CA,N, ,1060875,14.600000000000000,14.600000000000000,MAST,12768,-117.190811899000000,33.400004871000000
949,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,8,"32,49,12",N,"117,7,30",W,9455 Ridgehaven,San Diego,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.125011845000000,32.820004805300002
950,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,9,"32,46,16",N,"117,1,53",W,7777 ALVARADO ROAD#313,LA MESA,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.031411825000010,32.771104803699998
951,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,10,"33,3,4",N,"117,17,27",W,410 ARROYTO DRIVE,ENCINITAS,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.290811891000000,33.051104824299998
952,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,11,"32,44,5",N,"116,34,39",W,6.75 MILES SW OF PINE VALLEY,PINE VALLEY,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-116.577511743000000,32.734704822099999
953,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,12,"32,38,53",N,"116,19,2",W,2.62 MILES SE OF LIVE OAK SPRINGS,OAK SPRINGS,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-116.317211691000000,32.648104824500003
954,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,13,"32,44,55",N,"117,7,27",W,3180 UNIVERSITY AVENUE,SAN DIEGO,SAN DIEGO,CA,N, , ,31.100000000000001,31.100000000000001,B,12768,-117.124211840000000,32.748604796899997
955,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,14,"32,44,53",N,"117,12,29",W,3276 ROSECRANS AVENUE,SAN DIEGO,SAN DIEGO,CA,N, , ,11.000000000000000,0.000000000000000, ,12768,-117.208111855000000,32.748104792600003
956,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,15,"32,42,33",N,"117,6,17",W,I-805 IMPERIAL,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.104711834000000,32.709204792700000
957,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,16,"32,50,54",N,"117,16,21",W,7979 IVANHOE,LA JOLLA,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.272511873000000,32.848304801399998
958,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,17,"32,59,40",N,"117,16,13",W,505 LOMAS SANTE FE,SOLANA BEACH,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.270311883000010,32.994504818700001
959,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,18,"32,49,56",N,"117,7,43",W,9295 Farnham Street,San Diego,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.128611847000000,32.832204806299998
960,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,19,"32,54,40",N,"117,6,53",W,10680 TREENA STREET,SAN DIEGO,SAN DIEGO,CA,N, ,1014248,29.000000000000000,35.000000000000000,B,12768,-117.114711850000010,32.911104816700004
961,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,20,"32,50,7",N,"117,9,27",W,7480 Convoy Court,San Diego,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.157511851000000,32.835304805400000
962,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,21,"32,53,32",N,"116,25,11",W,1.15 MILES NORTH OF,MOUNT LAGUNA,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-116.419711726000000,32.892204849700001
963,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,22,"33,8,12",N,"117,9,19",W,341 ENTERPRISE STREET,SAN MARCOS,SAN DIEGO,CA,N, ,1014950,8.000000000000000,12.000000000000000,B,12768,-117.155311873000000,33.136704841600000
964,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,23,"32,41,49",N,"117,7,5",W,3534 B NATIONAL AVENUE,SAN DIEGO,SAN DIEGO,CA,N, , ,12.000000000000000,0.000000000000000, ,12768,-117.118111836000000,32.697004791099999
965,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,24,"32,48,44",N,"117,12,2",W,4232 BALBOA,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.200611858000000,32.812204800799996
966,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,25,"33,3,48",N,"117,17,31",W,801 ORPHEUS AVENUE,LEUCADIA,SAN DIEGO,CA,N, , ,18.000000000000000,0.000000000000000, ,12768,-117.291911891000000,33.063304825800003
967,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,26,"32,45,52",N,"117,9,40",W,5030 CAMINO DE LA SIESTA SAN DIEGO,SAN DIEGO,SAN DIEGO,CA,N, , ,12.000000000000000,0.000000000000000, ,12768,-117.161111847000000,32.764404796800001
968,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,27,"32,57,24",N,"117,13,17",W,.79 MI E & .23 MI N OF INT. OF DEL MAR HTS. RD. & EL CAMI,SAN DIEGO,SAN DIEGO,CA,N, ,1014884,30.000000000000000,33.000000000000000,POLE,12768,-117.221411871000000,32.956704817099997
969,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,28,"32,41,32",N,"117,10,37",W,1001 6TH AVENUE,CORONADO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.176911845000010,32.692204787100003
970,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,29,"33,13,33",N,"117,21,56",W,650 BENET HILL ROAD,OCEANSIDE,SAN DIEGO,CA,N, , ,34.000000000000000,0.000000000000000, ,12768,-117.365611917000000,33.225804840999999
971,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,30,"32,44,46",N,"117,9,33",W,3785 6TH AVENUE,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.159211846000010,32.746104794600001
972,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,31,"33,18,32",N,"116,50,41",W,22210 CRESTLINE ROAD,PALOMAR MTN,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-116.844711832000000,33.308904878500002
973,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,32,"33,15,41",N,"116,22,20",W,2332 STIRRUP ROAD,BORREGO SPRINGS,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-116.372211744000000,33.261404897100000
974,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,33,"32,34,34",N,"117,6,55",W,825 IMPERIAL BEACH BOULEVARD,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.115311826000000,32.576104776100003
975,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,34,"32,47,54",N,"117,14,26",W,4438 INGRAHAM AVENUE,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.240611864000000,32.798304796700002
976,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,35,"32,33,45",N,"116,56,22",W,1201 SANYO AVENUE,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-116.939411793999990,32.562504783300000
977,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,36,"32,56,42",N,"117,3,5",W,12544 KIRKHAM COURT,POWAY,SAN DIEGO,CA,N, , ,9.000000000000000,0.000000000000000, ,12768,-117.051411841000000,32.945004824000002
978,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,37,"32,54,8",N,"117,13,22",W,3848 SORRENTO VALLEY ROAD,SAN DIEGO,SAN DIEGO,CA,N, ,1015668,16.500000000000000,17.699999999999999,POLE,12768,-117.222811867999990,32.902204809799997
979,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,38,"32,43,56",N,"117,10,24",W,2750 KETNER BLVD.,SAN DIEGO,SAN DIEGO,CA,N, , ,8.800000000000001,12.199999999999999,BTWR,12768,-117.173311846999990,32.732204792399997
980,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,39,"32,52,45",N,"117,9,46",W,7084 MIRAMAR,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.162811856000000,32.879204810799997
981,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,40,"32,49,31",N,"117,13,43",W,4747 MORENA BLVD,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.228611863000000,32.825304800900000
982,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,41,"32,43,4",N,"117,9,21",W,925 B STREET,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.155811844000000,32.717804791699997
983,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,42,"32,44,31",N,"117,2,31",W,7227 BROADWAY,LEMON GROVE,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.041911825000000,32.741904800100002
984,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,44,"33,11,20",N,"117,18,10",W,HENNIE HILLS RESERVOIR 1 BARNARD DRIVE,OCEANSIDE,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.302811902000000,33.188904839999999
985,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,45,"32,43,18",N,"117,13,49",W,2907 SHELTER ISLAND DRIVE,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.230311856000000,32.721704788300002
986,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,46,"32,39,16",N,"116,13,21",W,42568 OLD HIGHWAY 80,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-116.222511674000000,32.654504830400001
987,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,47,"32,52,11",N,"117,13,40",W,8899 UNIVERSITY CENTER LANE,SAN DIEGO,SAN DIEGO,CA,N, , ,24.000000000000000,0.000000000000000, ,12768,-117.227811867000000,32.869704806000001
988,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,48,"32,39,54",N,"117,4,50",W,2563 GROVE STREET,San Diego,SAN DIEGO,CA,N, , ,15.199999999999999,17.699999999999999,POLE,12768,-117.080611827000000,32.665004788600001
989,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,49,"32,45,52",N,"117,12,2",W,984 Sherman Street,San Diego,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.200611854000000,32.764404794500003
990,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,50,"32,33,8",N,"117,2,44",W,128 WEST SAN YSIDRO BLVD.,SAN YSIDRO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.045611812000000,32.552204776700002
991,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,51,"32,57,13",N,"117,15,55",W,915 CAMINO DEL MAR,DEL MAR,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.265311879000000,32.953604814400002
992,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,52,"32,45,9",N,"117,14,46",W,2229 BACON STREET,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.246111861000000,32.752504790800003
993,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,53,"32,59,27",N,"117,4,51",W,15090 AVE. OF SCIENCE,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.080811849000000,32.990804828000002
994,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,54,"32,57,10",N,"117,14,44",W,2646 Del Mar Heights Road,San Diego,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.245611874999990,32.952804814799997
995,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,55,"32,54,0",N,"117,7,5",W,9335 Kearny Mesa Road,San Diego,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.118111850000010,32.900004814900001
996,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,56,"33,0,24",N,"116,35,10",W,35789 Mountain Circle Drive,Cuyamaca,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-116.586111763999990,33.006704855199999
997,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,57,"33,15,49",N,"117,9,8",W,8621 Captains Court,Valley Center,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.152211882000000,33.263604857200001
998,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,58,"32,35,51",N,"117,5,12",W,775 ANITA STREET,CHULA VISTA,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.086711823000000,32.597504779900000
999,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,59,"32,45,23",N,"117,0,34",W,8691 ECHO DRIVE,LA MESA,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.009411821000000,32.756404803599999
1000,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,60,"32,42,30",N,"117,9,50",W,111 WEST HARBOR DR.,SAN DIEGO,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.163911844000000,32.708304789899998
1001,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,61,"33,12,5",N,"117,22,37",W,424 SUMMIT STREET,OCEANSIDE,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.376911916000000,33.201404837600002
1002,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,62,"33,18,19",N,"116,57,42",W,17024 ""A"" Highway 76,Pauma Valley,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-116.961711851000000,33.305304871600001
1003,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,63,"33,9,29",N,"117,20,20",W,1015 Chestnut Avenue,Carlsbad,SAN DIEGO,CA,N, , ,0.000000000000000,0.000000000000000, ,12768,-117.338911907000000,33.158104834299998
1004,"NEW CINGULAR WIRELESS PCS, LLC",KNKA341,64,"32,55,14",N,"117,14,18",W,12025 SORRENTO VALLEY ROAD,SAN DIEGO,SAN DIEGO,CA,N, , ,9.100000000000000,9.100000000000000,POLE,12768,-117.238311872000000,32.920604811399997
